transaction_id,customer_id,customer_name,account_number,account_type,transaction_type,transaction_amount,transaction_date,branch_code,ifsc_code,customer_age,customer_gender,credit_score,employment_status,monthly_income,loan_account,payment_status,loan_amount,loan_tenure_months,emi_amount
49983e8e-13f2-4474-b5fe-542388a70a7b,78290e89-8bc7-41c6-86cf-b819d2ad1143,Kathleen Sweeney,XLTH79594690682873,Current,Loan EMI,371310.8,2023-11-14,BR002,PNQXGBP9628,41,Male,624.0,Student,386637.44,False,Default,0.0,0,0.0
3f5ce22c-2662-424c-b28c-d14b79a85db1,8096b6d1-9021-483f-ab12-41827e0dc010,Danny Fowler,OSKC51032629151349,Loan,Deposit,165522.85,2023-07-08,BR001,VGEOGBZWQUS,41,Male,658.0,Self-Employed,359709.59,False,On Time,0.0,0,0.0
2b61b22e-a5de-4cf4-856c-8bfe78a0f0bf,c38cadf8-0285-4fcf-aeb3-af0186e53717,Larry Graham,NWRM88209410813427,Current,Deposit,361101.54,2025-02-16,BR002,IAXQGBULZET,41,Other,704.0,Retired,415408.79,True,Late,1988705.58,47,25579.24
37974718-fc25-4b8a-b376-8c0bfa1efbc1,98e1a690-07f8-47d6-b998-3c210c4d2b45,Jon Fowler,AURE81313948665801,Loan,Transfer,353856.43,2024-03-16,BR004,RYREGB7QVO9,57,Other,701.0,Self-Employed,59227.17,True,Prepaid,747081.3,206,2382.1
544fd37c-4004-4262-a30f-ae9d187c4b2e,d9571abf-aae2-4966-9fe3-e9e294ef64f0,Michael Huffman,SCNU74332946065252,Fixed Deposit,Withdrawal,267439.96,2025-03-21,BR001,QEHIGBX094K,65,Other,589.0,Retired,342463.63,False,Default,0.0,0,0.0
8e0dd4fe-af64-4786-9535-89c47c3e56d8,a30b307d-9957-4829-ae98-cde0ad381fff,Christopher Lopez,ZPUL46014625619183,Loan,Loan EMI,388708.83,2024-06-04,BR001,ACEZGBWZ0ZI,74,Female,619.0,Salaried,140255.35,True,On Time,1782269.27,103,45043.2
7a103178-11ae-4922-9d55-ef8b63bea6f0,4c61c119-7005-4120-9379-3c5a8eccf0b4,Hannah Warren,SUYK37007732626826,Loan,Loan EMI,290561.06,2025-02-15,BR001,HNIOGBNB53A,65,Female,643.0,Retired,395077.12,False,Late,0.0,0,0.0
6520ccef-95af-4a95-9bb1-c6c7c6368b41,1b4ce690-2972-444e-8486-82de5ddc045d,Jessica Anderson,HKCF80303706757804,Savings,Deposit,143389.76,2023-11-29,BR003,RWIHGBY4E5E,51,Female,691.0,Retired,478865.69,True,Default,1153421.65,138,47253.84
a7932737-3695-4541-85a7-0415db21fde1,5670ea95-9df7-41ee-8c3c-d82f3054a83c,Jennifer Cardenas,AGWX76037833859538,Current,Transfer,367084.24,2025-01-21,BR004,AVUZGBHY1YB,58,Other,637.0,Salaried,451729.87,False,Late,0.0,0,0.0
d8196d8b-cee7-4575-947b-5f0762c254ce,06c095c5-5285-4045-b0c2-18c2e6b7af3c,Julia Fox,TRAO60651578188469,Fixed Deposit,Deposit,294610.99,2025-01-11,BR003,GZUEGB6LHJN,57,Male,654.0,Self-Employed,66326.59,False,On Time,0.0,0,0.0
204fb76a-ee41-42c3-a327-d1680a01e188,fefb39ca-0292-41c8-8227-caba685d1ca0,Guy Lowe,WQJK05666747673455,Current,Deposit,6462.37,2024-07-14,BR001,ISIWGBMUOLI,28,Other,713.0,Retired,191080.69,False,On Time,0.0,0,0.0
5e066343-1e23-404d-9e3e-6c420284f8f1,9407c443-3ce6-467b-98aa-1565149b5f4c,Clinton Daniel,EUWR89451541545940,Loan,Withdrawal,450831.92,2023-07-21,BR003,QIEXGBZXQGL,43,Male,633.0,Self-Employed,188518.15,False,Late,0.0,0,0.0
df6fe675-b425-4b6d-9e02-1d639277e4f8,de157839-59b8-412d-b6b9-696ba00126cc,Ryan Soto,BOLO47357162483888,Loan,Transfer,272867.24,2024-01-10,BR002,HISFGB0M26K,18,Female,724.0,Self-Employed,69925.17,True,On Time,1776003.32,127,28296.72
0f23cc01-df5f-4997-b468-57632ad59969,f4df58ff-102f-4378-be07-d22d5a28a37a,John Willis,RDUK00330821943445,Loan,Withdrawal,434326.77,2025-03-22,BR003,UCSUGBRB853,47,Female,570.0,Student,58081.77,True,On Time,1193269.83,31,2773.12
22ad2f73-58e3-4487-8c72-09683adcb6c3,f6085125-dbf7-40ac-8713-980e1de70b75,Mary Mann,NODY68207381867071,Current,Transfer,441380.15,2025-03-24,BR005,WPDIGBKBTNY,70,Female,630.0,Salaried,198596.17,True,Late,1705302.78,39,12429.55
16827724-67ba-4718-b92b-f291b00436f9,7eea08b9-fe4a-4b4b-a1f2-6c6233b471e2,Cheryl Torres,THXY55155005870907,Loan,Loan EMI,222538.83,2025-04-17,BR001,BDLMGB1DKEQ,60,Male,582.0,Salaried,496115.06,False,Late,0.0,0,0.0
3013615d-30f4-4555-b4e4-8e0b4a800970,f3cb86ce-06fa-4d7f-bcc1-d82a46517018,William Miller,DBHL67950829562759,Current,Payment,253879.23,2024-03-14,BR001,SUXVGBRVB0G,35,Male,656.0,Unemployed,288781.9,False,Prepaid,0.0,0,0.0
1562c456-97fb-4b96-a1ac-d7afeb2d2261,8cd8d788-c24b-469c-9221-440804a7add9,Robert White,NBIU23486020984572,Fixed Deposit,Payment,207935.62,2024-07-22,BR004,GJERGB7AVVU,43,Other,688.0,Self-Employed,314673.0,True,Default,284268.16,218,28903.12
add9f6f3-4498-43c4-b1ed-a4e049f2d47d,49585860-d479-4d2e-9f36-63e6d7a4b3e4,Dr. Travis Gaines,CCJG80858205529962,Fixed Deposit,Transfer,224773.44,2025-03-01,BR002,JKFAGBPWPDJ,70,Other,642.0,Unemployed,240799.27,True,Prepaid,1456375.11,140,14270.62
8af6b0c4-1927-4611-9de5-ca12411d8925,b0db9c08-d97b-4f26-830a-a3ac3d1095eb,Steve Jarvis,SJBG68679487635768,Current,Payment,447584.06,2023-11-14,BR004,NLQDGBRCVMC,64,Other,626.0,Salaried,334541.97,True,Prepaid,862216.72,30,20849.12
28689ca8-c61a-48a4-9cb1-2992caa78b1b,e0f3a314-8dca-436d-a91d-79bc877c56e9,Stephen Cervantes,HEDB08108064549319,Fixed Deposit,Deposit,394093.19,2024-10-22,BR003,FETRGBD8THK,73,Female,582.0,Salaried,478764.42,True,Prepaid,1378091.16,190,5705.8
2ef0d6bf-035d-4293-bdef-6943cb399d05,dc649219-62ce-4a21-a91f-7607b1a5ec7e,Anthony Martinez,NCSE73456946575609,Savings,Loan EMI,63350.19,2024-03-28,BR005,EFNNGB7CF0D,26,Other,734.0,Unemployed,298462.0,False,Prepaid,0.0,0,0.0
0346d2f6-838d-44ca-b62f-c153c545eb53,a9d2f022-c7dd-433c-8ac9-dc4fc6661223,Lori Gray,XUQF90094069868449,Loan,Loan EMI,305192.86,2025-01-10,BR005,HIXBGB20BJM,26,Female,649.0,Salaried,41868.85,False,Default,0.0,0,0.0
4d1f38f2-d3f3-461c-977c-e32890d70691,8c858d92-0ef1-4c61-b14f-5c687ab1c982,Courtney Booth,SWDA87843489215493,Loan,Payment,497953.73,2023-06-24,BR005,TYQXGBXAZ93,18,Male,627.0,Salaried,251516.38,True,Late,1053496.84,32,4214.51
d2a8b77b-33e6-481d-8e53-315500f496a8,e6c61490-50f6-4c5c-a0a6-165ed05c6169,Cheryl Schwartz,BIED69769438783597,Loan,Transfer,297815.8,2025-05-05,BR005,MXTBGBIF46L,24,Female,728.0,Student,496448.12,True,On Time,590599.42,91,9158.04
d89e9843-ab49-4e3d-b5f0-0193b5e14417,cd0c1503-3cbb-4f1e-b640-aa8103e0ec38,Laura Moore,MKKW57944117803110,Savings,Deposit,392957.23,2024-04-18,BR002,OSDDGBMI7H5,61,Female,632.0,Retired,199827.33,True,On Time,1142851.84,167,29473.63
5a618663-881e-4ba7-9fc0-53ea69e2a0c1,de0b1dcf-1253-43f4-936e-63847e50881c,Lori Hicks,TUNU12617120221092,Loan,Transfer,384553.83,2023-05-29,BR003,UUEBGBB1DG6,73,Female,604.0,Student,301001.81,False,Late,0.0,0,0.0
d60aab1e-7412-4d42-b1a0-8d3f04e0dcf1,96390b16-7729-45b7-8733-0787c5a3435c,Craig Hanson,OQHN10631132257101,Current,Payment,175223.73,2024-02-09,BR005,UKVNGBTKBC2,59,Male,614.0,Retired,62252.01,True,Late,208453.91,86,46785.63
6f823c82-7d22-41b4-9507-7a9b19c29cfa,f6cad71c-fee0-432f-a53e-5a4ca4ebef24,Adriana Perry,FTRE52826933673933,Loan,Loan EMI,185987.47,2024-04-07,BR001,DTHHGBIPCO8,68,Male,607.0,Student,79178.44,False,Late,0.0,0,0.0
99172215-938f-4468-8b8e-533703f562a8,2f56b601-4015-45dd-916d-1fde48027dc6,Jessica Johnson,AFFC83181123626362,Current,Loan EMI,362065.8,2024-01-12,BR003,SNUFGB58GZR,33,Other,597.0,Student,438593.91,False,On Time,0.0,0,0.0
0a0eb08d-474f-466f-afaf-a5b1129ead57,6d4230ee-0923-42fb-91de-1c111e00ddf7,Robert Romero,TKPW77517212316839,Fixed Deposit,Transfer,250041.77,2023-10-06,BR002,IYJLGBBEWS6,55,Other,615.0,Self-Employed,157168.87,True,Prepaid,625966.53,39,1298.97
2424500a-aaa3-4cb2-89ca-037dacf6f0ad,b2bde9e9-6ebe-42a1-8cce-149c3911cb42,Brandon Flores,GYNU67227903211793,Current,Withdrawal,285328.3,2025-03-12,BR005,VUXAGBYZRQ8,28,Other,771.0,Unemployed,159671.12,True,Prepaid,1908356.79,120,40172.92
5d0023ec-0dab-4282-8008-165c3c98e574,2aa26e53-ed8a-4eff-b627-eca5de605a70,Nicholas Munoz,MKRC30535052788953,Current,Transfer,356481.6,2023-10-26,BR002,YHMGGB628OB,68,Male,593.0,Student,199734.37,True,Prepaid,1064590.51,170,21780.4
b9bc4759-afc8-4154-b10a-aedb5057f482,1f52d95b-2b94-40f5-a8c1-fab9618b9389,Yvette Johnson,CVJA87141048894309,Current,Withdrawal,388809.76,2023-12-01,BR005,MDGOGBHKOIW,42,Male,575.0,Self-Employed,483574.55,False,Default,0.0,0,0.0
e94838c6-1918-4c1c-95db-a1a54424eb3b,5cf4d243-5892-4563-b3d8-41f39d94ad78,Randy Lowe,QLUL87256994182669,Loan,Transfer,135831.14,2024-11-29,BR001,EDRBGB4JIEH,46,Male,664.0,Student,51351.34,True,Prepaid,260187.11,118,15061.77
7f2f50c8-2421-4a46-85ed-8874728e7338,848e809a-fdee-41e9-9677-abb971e2312d,Jessica Smith,WXXP54980226037749,Savings,Withdrawal,73482.2,2024-08-16,BR003,CXCIGB2DB6W,36,Male,646.0,Unemployed,411194.41,True,Default,1106236.12,117,8000.79
d1e3ce13-9460-4ba9-b0a1-0dec44ae9559,b5c9a7fa-8c85-4229-9289-c270e872adca,Debra Green,PZCC35654110579771,Savings,Withdrawal,145968.14,2024-01-03,BR001,KDONGB9C7F7,35,Male,683.0,Self-Employed,177363.36,False,On Time,0.0,0,0.0
2f9eda55-70f2-424c-af28-5f9e24a29d95,a48b6d5d-f4fd-4cf2-9ff2-155ff360d0db,Amy Harris,IRBZ30510736581684,Current,Withdrawal,253818.41,2024-01-18,BR005,NAFWGBAHJ86,74,Female,622.0,Retired,426239.33,False,Default,0.0,0,0.0
f7c347d4-621c-4a1f-a97e-91bfa0d6bbb1,663c0be1-2d47-4cc9-8036-da68c303c45a,Emily Franklin,GVEP24658361270780,Loan,Withdrawal,171136.44,2024-09-25,BR004,HILPGB3FAXI,64,Other,607.0,Unemployed,495960.27,False,Late,0.0,0,0.0
160a291b-0047-49d9-b559-dbfb32fa4f8d,28cdad11-111e-45a3-b941-d44e06c53f37,Crystal Morrison,MZSV29182601534169,Savings,Deposit,284224.54,2024-03-30,BR003,WDTXGBL1AMW,46,Female,734.0,Salaried,180847.03,True,Late,1154870.16,178,7743.77
acba0ce2-6b34-4ecf-9bf1-7852ccdcf299,b968df9c-794a-4c79-941b-892d61d3bc63,Nicholas Velazquez,FIYX01478772030285,Fixed Deposit,Withdrawal,26827.52,2023-07-06,BR002,QTDPGBOA6UH,33,Other,569.0,Self-Employed,73384.62,False,On Time,0.0,0,0.0
f17f0efa-8d4c-42db-9165-baa8148dd433,7c174314-a01f-4b93-a843-2df91b591a22,Javier Griffin,EDBX92860053582053,Fixed Deposit,Withdrawal,254924.23,2024-07-02,BR005,TDZOGBUJP3Y,63,Female,668.0,Salaried,80743.99,False,Prepaid,0.0,0,0.0
f242fcab-2623-4573-a4d7-098fbb848c34,293d820f-85e8-4370-82bc-a12063c62794,Deborah Crane,INYK13034590125002,Loan,Loan EMI,184055.65,2024-09-30,BR001,PKANGBSHPL8,57,Male,685.0,Self-Employed,381783.04,False,On Time,0.0,0,0.0
4d08b943-a91b-4f19-b0d7-831538fdc0b6,fc8c5874-6908-4a20-beaa-d220c6918756,Bobby Schmidt,IMDR92524205853264,Fixed Deposit,Deposit,267379.91,2024-03-31,BR004,PMCOGB6NAUY,25,Other,691.0,Retired,81011.56,False,Late,0.0,0,0.0
17e11a5e-3785-4dd7-86ed-052faefa4a0f,f8d213fb-99a3-483c-89a5-b61bd9d05fe0,Leslie Logan,PVWM55793751830982,Fixed Deposit,Withdrawal,211324.42,2023-08-27,BR005,UBCMGBH1DCT,51,Female,635.0,Self-Employed,137606.57,False,Prepaid,0.0,0,0.0
73b4feb3-5fa6-4b28-b0f6-9f5ae5a259e7,3dd8ae66-90f6-4fdb-85eb-cc779857259a,Chelsea Brown,EIOX32083543750504,Fixed Deposit,Payment,142184.5,2025-01-30,BR002,WLHIGBYW1IA,23,Other,588.0,Student,110155.19,True,Late,1782561.23,76,17582.37
25c6ebb8-a479-46e1-a92d-dde21b44a537,946cca51-fc7c-41ff-b366-3b13744cd51e,Nicholas Nguyen,HWHS72575440932282,Savings,Deposit,452063.54,2023-11-09,BR001,PWJTGBIY3WG,62,Male,725.0,Salaried,184282.5,False,On Time,0.0,0,0.0
72b9e005-8f6d-4ae7-afc1-10a827ba5585,d37f9e95-f063-4b73-af38-ca0aad421811,Cassie Martinez,AUDJ92262599953876,Fixed Deposit,Loan EMI,92464.02,2024-05-12,BR003,YMPDGB41V7M,62,Male,628.0,Salaried,46439.62,False,Prepaid,0.0,0,0.0
eab2bbc1-b7d7-4a74-baea-ae775adcf169,e776fa6b-7f64-40cd-b221-09a1ae4a9a74,Michael Foster,LLLM04419113008408,Current,Transfer,340714.65,2023-10-01,BR004,FTKFGBXOZ84,70,Other,726.0,Self-Employed,429803.82,False,On Time,0.0,0,0.0
6371b55f-3fc7-4185-a61b-23714b59e623,d22eb5f9-15f6-4c84-9aa2-d87d16f91326,Joy Barton,HJGH19091399460662,Current,Loan EMI,462329.89,2025-05-07,BR005,RHIXGB8DI93,47,Other,668.0,Student,431471.69,True,Late,917647.82,200,6984.62
68ca1e4d-6b6a-4ed6-afaf-9dede8fdb9c0,17fd088f-a6f9-4293-b1af-159a71a2492c,Ryan Mora,VEPL92893360588226,Fixed Deposit,Loan EMI,269381.11,2023-11-03,BR005,HPNVGB5Q7C1,61,Male,626.0,Student,212337.12,True,Prepaid,1258281.92,178,3081.2
946e31fe-a243-4198-9905-afd3f173ed46,e3ef42e4-69a5-4912-ba4d-2c541366d1fd,Justin Powers,HOTM08476574307618,Current,Deposit,438216.6,2023-09-12,BR005,NTQOGBR8KRR,51,Male,670.0,Self-Employed,309922.91,False,Late,0.0,0,0.0
30f0a454-ca62-4faf-8c3d-ac8a890e2871,7d779072-5107-43ac-aa2f-763ad1062442,Nicole Richardson,PTWW97139404679581,Savings,Deposit,62513.25,2024-06-22,BR005,ZZCCGBV740W,38,Male,708.0,Unemployed,324556.27,False,Prepaid,0.0,0,0.0
ab18686f-e10a-4e54-b6f7-dd15db06edad,571aaf78-f503-4219-bd4b-36d9d3a01c80,Cody Rodriguez,DYRF66191266015658,Loan,Payment,246945.01,2025-05-08,BR001,OFKSGB9XBQV,69,Female,654.0,Retired,377136.48,False,Default,0.0,0,0.0
f9105de2-fd7b-40f3-8cab-db8ddd7acdc8,588dc875-6d8c-4135-a58a-0e605b632dd7,Cody Brown,ODGL41039808013254,Current,Payment,228566.94,2023-05-30,BR003,WTDSGBN55HS,74,Other,613.0,Self-Employed,265138.14,False,Default,0.0,0,0.0
65ca1a87-ca69-464b-b8cf-93e59473b321,4349400a-d991-4239-b940-9d4957bcc750,Stephanie Welch,UDDP89760929370021,Fixed Deposit,Deposit,4158.59,2024-10-18,BR002,XXEEGBLHSN1,29,Male,561.0,Student,260064.66,True,Late,918908.02,59,22837.82
b7a76553-104d-4017-b871-1139148f747d,d49dacf1-93bf-43d3-bd82-8f61909197a1,Daniel Mcmahon,CSRD81514224891529,Loan,Deposit,221684.34,2024-11-16,BR004,EVFQGB3BSJ3,66,Other,629.0,Retired,319338.85,True,On Time,935677.67,32,39699.57
fc22d789-f465-4720-a6a3-43d081f9ad4e,94e3de7d-0290-4386-a8ae-99529aa3d953,Sabrina Santiago,XYOA86431667942695,Loan,Deposit,184577.98,2023-09-29,BR005,XYIQGBD57HR,23,Female,690.0,Self-Employed,354493.71,True,Default,488978.46,98,13126.54
d1bc64e3-6a78-4b2e-94bc-34a820ecbc31,2ee156e3-0674-419f-b7a6-9efb5140d61b,Margaret Allen,TITI14340456827071,Fixed Deposit,Transfer,334932.38,2024-03-22,BR005,VWDNGBHKUPR,56,Female,599.0,Retired,179878.28,False,Default,0.0,0,0.0
5da1ddc8-8051-4779-ae98-38645582aad7,3422d307-ec32-43e3-b1f9-e0fb2b00655f,Cassandra Johnson,ILYN69762152498489,Current,Loan EMI,469171.06,2025-01-28,BR003,METQGB21V94,23,Male,684.0,Unemployed,171881.53,False,Prepaid,0.0,0,0.0
9e79d23e-b69f-45ac-a376-c36c9cbfa7cd,b23f5fcc-18d8-4795-a498-b171717f0153,Joshua Hogan DDS,DDEP29230919111996,Savings,Payment,42986.97,2024-09-10,BR003,MMWGGBEMCS3,70,Other,651.0,Student,142162.02,True,Prepaid,1088846.79,138,23761.04
19df1da1-4827-4e88-83e4-659709a1d2a7,170b430a-8b85-4195-a575-4126050255af,Samantha Hunter,BGAS71345463553278,Current,Payment,163805.45,2023-08-07,BR001,FPWOGBX6ZNE,21,Female,687.0,Unemployed,278934.81,True,Prepaid,476190.62,200,9704.31
d104817f-5ffb-4264-a2c6-07f2c04118ca,1bb57c74-2710-49ce-853f-10338d000051,Jenny Garcia,FYSS85717615648743,Current,Withdrawal,222087.96,2025-02-13,BR001,YYZGGBN4KBN,70,Other,533.0,Unemployed,186476.29,False,Late,0.0,0,0.0
a40a5ca9-77b9-4316-91f5-6f0dd8556068,33ea2657-1e61-47ce-896e-8ca9dd1f7248,Shane Taylor,GYMP07429480128569,Savings,Transfer,227647.17,2024-10-31,BR001,AHHCGB1IF7L,26,Other,579.0,Student,274753.5,True,On Time,547931.64,222,18974.59
7e813bd8-0e5e-46f5-9fad-272d8386419e,cf2f1011-2f91-4c9c-b72d-13e651a19547,Jonathan Gregory,WBGH65748046750875,Loan,Deposit,387427.38,2025-01-15,BR004,ITCZGB3SO1Y,22,Male,627.0,Unemployed,208932.54,True,On Time,444555.69,37,38306.04
e5a61653-5bbf-4172-a454-98868a77c716,c1e6adfb-86dc-4a8b-85b8-0c180c1679d5,Dustin Fields,RHTD10170168052313,Savings,Deposit,221753.49,2024-01-05,BR001,PGQLGB8F63E,27,Female,743.0,Self-Employed,419999.75,True,Prepaid,587658.39,154,37455.34
7b3629ac-1efe-40f6-9a90-08be3e2a1dbd,de0dfbcf-63a2-45d5-b059-06150b5e3b76,Evan Lara,MCEX64504591896119,Savings,Transfer,13677.93,2025-05-01,BR005,JOJEGB5O8Q6,64,Female,612.0,Self-Employed,45833.82,True,Late,55381.31,22,21333.68
f5e57cfd-18a6-4dbc-8bc5-035f531282fb,b523435e-e086-41f6-8373-e75faa6bf794,Kathleen Carpenter,HQCS40072074001144,Fixed Deposit,Payment,355081.04,2024-10-18,BR001,KDIRGB70C4I,25,Female,644.0,Retired,290383.19,True,Prepaid,1161794.67,206,6814.89
4c45ca20-9bc2-49e7-a8d4-2019ad835e25,f35a9857-501b-45bf-bba8-ec175f607c06,Vicki Perez,KWHJ28485660628966,Fixed Deposit,Deposit,442426.36,2024-06-25,BR004,RTKCGBTWSVX,40,Other,758.0,Self-Employed,292055.64,False,On Time,0.0,0,0.0
b370c07c-07ee-431e-b16b-863a07a0d373,091073da-d957-454d-bb24-478c1bd5d813,Valerie Macias,MZLP23801451332621,Current,Withdrawal,257000.97,2024-05-30,BR001,ZFIJGBDLFQ5,21,Female,671.0,Self-Employed,198021.48,False,Late,0.0,0,0.0
083e1ae8-38a2-4845-af96-71325c8403dd,c6f6d212-da6b-43ae-a4b4-6204022a1a11,Jason Walker,MXFN29524233097222,Fixed Deposit,Payment,290596.15,2023-09-29,BR001,NOMKGBAROC3,54,Female,693.0,Retired,216300.24,False,Prepaid,0.0,0,0.0
f0602b29-3ff7-49f9-bb42-ce72a33a1897,cfdb52ce-3762-46a3-bf05-0c295d2a03ff,Edward Rodriguez,JCRN09070316350864,Savings,Loan EMI,81551.93,2024-07-25,BR005,WSFRGB9Z7C4,24,Other,618.0,Salaried,402064.37,False,Prepaid,0.0,0,0.0
389ff792-25e4-4724-82d0-3603969f1dc0,81012b4b-1bd6-4530-9e01-246db71135f0,Danielle Johnson,PLHV02969314026528,Savings,Transfer,110400.91,2023-10-04,BR005,FTZMGBGEY4F,23,Female,709.0,Student,147530.12,True,On Time,1777453.36,220,32236.08
